timestamp,num1,operator,num2,timetaken,got_wrong,ranked,game_time,key_strokes, wrong_ans
1696918418.655921,135,/,3,3.036,False,False,120,"2.515,3.036",
1696918427.859647,17,-,75,9.204,True,False,120,"1.256,1.757,-6.063,6.785,7.164,-7.583,9.203",-57
1696918429.15619,79,-,4,1.296,False,False,120,"1.1,1.296",
1696918432.609393,8,*,89,3.453,False,False,120,"1.133,-2.278,-2.425,3.115,3.27,3.453",
1696918434.009921,10,-,63,1.4,False,False,120,"1.052,1.233,1.4",
1696918435.162909,186,/,2,1.153,False,False,120,"0.937,1.153",
1696918436.11715,27,/,3,0.954,False,False,120,0.954,
1696918437.151985,11,*,11,1.035,False,False,120,"0.729,0.9,1.035",
1696918445.00495,79,-,84,7.853,True,False,120,"1.254,1.516,-2.093,-2.245,-2.383,2.899,4.6,5.184,-5.48,-5.658,7.853","15,-1,-15"
1696918447.1004212,174,/,2,2.095,False,False,120,"1.742,2.095",
1696918450.9481301,78,/,3,3.848,False,False,120,"2.358,2.64,-2.959,3.847",
1696918454.423658,39,-,65,3.475,False,False,120,"1.233,1.946,-2.89,3.186,3.475",
1696918459.08413,688,/,8,4.66,False,False,120,"1.472,2.516,-2.889,4.66",
1696918460.379819,8,*,55,1.296,False,False,120,"1.118,1.227,1.295",
1696918461.744076,65,+,37,1.364,False,False,120,"1.159,1.252,1.364",
1696918463.3982668,520,/,10,1.654,False,False,120,"1.514,1.654",
1696918466.355954,459,/,9,2.958,False,False,120,"2.165,2.957",
1696918467.798184,56,+,77,1.442,False,False,120,"0.936,1.234,1.442",
1696918469.9085429,53,+,67,2.11,False,False,120,"1.592,1.943,2.11",
1696918472.23878,7,*,91,2.33,True,False,120,"1.266,1.51,1.742,-2.057,2.33",639
1696918473.509642,30,+,94,1.271,False,False,120,"0.83,0.985,1.271",
1696918476.849121,9,*,25,3.339,False,False,120,"1.332,-2.333,2.661,2.924,3.339",
1696918480.034921,65,-,8,3.186,False,False,120,"2.048,3.185",
1696918480.881526,33,/,11,0.847,False,False,120,0.846,
1696918484.9272032,11,*,84,4.046,True,False,120,"1.149,1.766,2.537,-2.926,-3.087,3.905,4.045",904
